Buchungen,Row,Error,Unique,Base Row,SysCode,Sektion,Datum,DatumBeleg,DatumValuta,Beleg,BelegProtokoll,BelegTyp,BelegOriginal,RechnungBeleg,RechnungAusgedruckt,DokLink,ExterneReferenz,Beschreibung,Bemerkungen,KontoSoll,KontoSollBeschr,KontoHaben,KontoHabenBeschr,Betrag,Saldo,MwStCode,MwStArtBetrag,MwStZusatzInfo,MwStUStProz,MwStProzentEffektiv,MwStSteuerbar,MwStBetrag,MwStKonto,MwStKontoBeschr,MwStProzentNichtAbziehbar,MwStNichtAbziehbar,MwStBuch,MwStUStNummer,KS1,KS1Beschr,KS2,KS2Beschr,KS3,KS3Beschr,Segment,DatumFälligkeit,DatumErwartet,DatumZahl,SperreNr,SperreBetrag,SperreFortlaufend,SperreZeile
,108,0,0,0,,,2024-02-28T00:00:00.000,,,108,,,,,,,,"Cembra Money, Leasing",,6260,"Fahrzeugleasing, Fahrzeugmiete",1020,Bankguthaben,770.60,,I81,,,8.10,8.10,712.86,57.74,2200,Umsatzsteuer (UST),,,57.74,,,,,,,,,,,,,,,
,109,0,0,0,,,2024-02-28T00:00:00.000,,,109,,,,,,,,"Iso Trade, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,847.60,,M81,,,8.10,8.10,784.09,63.51,2200,Umsatzsteuer (UST),,,63.51,,,,,,,,,,,,,,,
,110,0,0,0,,,2024-02-28T00:00:00.000,,,110,,,,,,,,"Iso Trade, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,1035.55,,M81,,,8.10,8.10,957.96,77.59,2200,Umsatzsteuer (UST),,,77.59,,,,,,,,,,,,,,,
,111,0,0,0,,,2024-02-28T00:00:00.000,,,629,,,,,,,,Mietanteil (Feb),,6006,"Mietzins, Garage, Parkplätze",1020,Bankguthaben,665.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,0,0,0,,,2024-02-29T00:00:00.000,,,111,,,,,,,,Tchibo,,5820,Spesen,1020,Bankguthaben,57.30,,I26,,,2.60,2.60,55.85,1.45,2200,Umsatzsteuer (UST),,,1.45,,,,,,,,,,,,,,,
,113,0,0,0,,,2024-02-29T00:00:00.000,,,112,,,,,,,,"Wincasa, Miete Lager",,6006,"Mietzins, Garage, Parkplätze",1020,Bankguthaben,270.30,,I81,,,8.10,8.10,250.05,20.25,2200,Umsatzsteuer (UST),,,20.25,,,,,,,,,,,,,,,
,114,0,0,0,,,2024-03-01T00:00:00.000,,,113,,,,,,,,Obi,,4000,Materialaufwand Produktion,1020,Bankguthaben,188.40,,M81,,,8.10,8.10,174.28,14.12,2200,Umsatzsteuer (UST),,,14.12,,,,,,,,,,,,,,,
,115,0,0,0,,,2024-03-01T00:00:00.000,,,114,,,,,,,,"Agrola, TS",,6210,Betriebsstoffe,1020,Bankguthaben,52.64,,I81,,,8.10,8.09,48.70,3.94,2200,Umsatzsteuer (UST),,,3.94,,,,,,,,,,,,,,,
,116,0,0,0,,,2024-03-01T00:00:00.000,,,115,,,,,,,,"Iso Trade, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,272.50,,M81,,,8.10,8.10,252.08,20.42,2200,Umsatzsteuer (UST),,,20.42,,,,,,,,,,,,,,,
,117,0,0,0,,,2024-03-01T00:00:00.000,,,116,,,,,,,,Strassenverkehrsamt ,,6230,"Verkehrsabgaben, Gebühren",1020,Bankguthaben,323.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,118,0,0,0,,,2024-03-01T00:00:00.000,,,117,,,,,,,,Santander Consumer Finance,,6260,"Fahrzeugleasing, Fahrzeugmiete",1020,Bankguthaben,670.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,119,0,0,0,,,2024-03-01T00:00:00.000,,,118,,,,,,,,Isa Aksoy März,,5000,Lohnaufwand,1020,Bankguthaben,5200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,120,0,0,0,,,2024-03-04T00:00:00.000,,,119,,,,,,,,Bezug,,5820,Spesen,1020,Bankguthaben,300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,121,0,0,0,,,2024-03-04T00:00:00.000,,,120,,,,,,,,Jumbo,,4000,Materialaufwand Produktion,1020,Bankguthaben,70.45,,M81,,,8.10,8.10,65.17,5.28,2200,Umsatzsteuer (UST),,,5.28,,,,,,,,,,,,,,,
,122,0,0,0,,,2024-03-04T00:00:00.000,,,121,,,,,,,,Sunrise,,6510,"Telefon, Fax, Internet",1020,Bankguthaben,88.40,,I81,,,8.10,8.09,81.78,6.62,2200,Umsatzsteuer (UST),,,6.62,,,,,,,,,,,,,,,
,123,0,0,0,,,2024-03-04T00:00:00.000,,,122,,,,,,,,Sunrise,,6510,"Telefon, Fax, Internet",1020,Bankguthaben,110.25,,I81,,,8.10,8.10,101.99,8.26,2200,Umsatzsteuer (UST),,,8.26,,,,,,,,,,,,,,,
,124,0,0,0,,,2024-03-04T00:00:00.000,,,123,,,,,,,,"Agrola, TS",,6210,Betriebsstoffe,1020,Bankguthaben,183.24,,I81,,,8.10,8.10,169.51,13.73,2200,Umsatzsteuer (UST),,,13.73,,,,,,,,,,,,,,,
,125,0,0,0,,,2024-03-04T00:00:00.000,,,124,,,,,,,,Notariat,,6300,"Sachversicherungen, Abgaben, Gebühren, Bewilligungen",1020,Bankguthaben,285.00,,I81,,,8.10,8.10,263.64,21.36,2200,Umsatzsteuer (UST),,,21.36,,,,,,,,,,,,,,,
,126,0,0,0,,,2024-03-04T00:00:00.000,,,125,,,,,,,,Cornercard,,1120,KK Selda Aksoy,1020,Bankguthaben,500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,127,0,0,0,,,2024-03-04T00:00:00.000,,,126,,,,,,,,Rhyner Maschinen,,4000,Materialaufwand Produktion,1020,Bankguthaben,1087.35,,I81,,,8.10,8.10,1005.87,81.48,2200,Umsatzsteuer (UST),,,81.48,,,,,,,,,,,,,,,
,128,0,0,0,,,2024-03-04T00:00:00.000,,,127,,,,,,,,"Ammann+Schmit Ag, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,3243.00,,V81,,,-8.10,-8.10,3000.00,-243.00,2200,Umsatzsteuer (UST),,,-243.00,,,,,,,,,,,,,,,
,129,0,0,0,,,2024-03-04T00:00:00.000,,,128,,,,,,,,"Ammann+Schmit Ag, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,11891.00,,V81,,,-8.10,-8.10,11000.00,-891.00,2200,Umsatzsteuer (UST),,,-891.00,,,,,,,,,,,,,,,
,130,0,0,0,,,2024-03-05T00:00:00.000,,,129,,,,,,,,Obi,,4000,Materialaufwand Produktion,1020,Bankguthaben,24.95,,M81,,,8.10,8.10,23.08,1.87,2200,Umsatzsteuer (UST),,,1.87,,,,,,,,,,,,,,,
,131,0,0,0,,,2024-03-05T00:00:00.000,,,130,,,,,,,,"Agrola, TS",,6210,Betriebsstoffe,1020,Bankguthaben,45.13,,I81,,,8.10,8.10,41.75,3.38,2200,Umsatzsteuer (UST),,,3.38,,,,,,,,,,,,,,,
,132,0,0,0,,,2024-03-05T00:00:00.000,,,131,,,,,,,,Die Post,,6513,Porti,1020,Bankguthaben,76.00,,I81,,,8.10,8.09,70.31,5.69,2200,Umsatzsteuer (UST),,,5.69,,,,,,,,,,,,,,,
,133,0,0,0,,,2024-03-05T00:00:00.000,,,132,,,,,,,,Die Post,,6513,Porti,1020,Bankguthaben,76.00,,I81,,,8.10,8.09,70.31,5.69,2200,Umsatzsteuer (UST),,,5.69,,,,,,,,,,,,,,,
,134,0,0,0,,,2024-03-07T00:00:00.000,,,133,,,,,,,,Denner,,5820,Spesen,1020,Bankguthaben,183.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,135,0,0,0,,,2024-03-11T00:00:00.000,,,134,,,,,,,,EKZ,,6400,"Strom, Wasser, Brennstoffe",1020,Bankguthaben,8.00,,I81,,,8.10,8.11,7.40,0.60,2200,Umsatzsteuer (UST),,,0.60,,,,,,,,,,,,,,,
,136,0,0,0,,,2024-03-11T00:00:00.000,,,135,,,,,,,,Orell Füssli,,6503,Fachliteratur,1020,Bankguthaben,16.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,137,0,0,0,,,2024-03-11T00:00:00.000,,,136,,,,,,,,"Iso Trade, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,265.30,,M81,,,8.10,8.10,245.42,19.88,2200,Umsatzsteuer (UST),,,19.88,,,,,,,,,,,,,,,
,138,0,0,0,,,2024-03-11T00:00:00.000,,,137,,,,,,,,Suva,,5730,Unfallversicherung,1020,Bankguthaben,1832.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,139,0,0,0,,,2024-03-11T00:00:00.000,,,138,,,,,,,,"Iso Trade, Mat.",,1120,KK Selda Aksoy,1020,Bankguthaben,2000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,140,0,0,0,,,2024-03-12T00:00:00.000,,,140,,,,,,,,"ChaDev, Chad Saglam",,6570,"EDV Updates, Lizenzen, Wartung",1020,Bankguthaben,2000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,141,0,0,0,,,2024-03-12T00:00:00.000,,,141,,,,,,,,"Agrola, TS",,6210,Betriebsstoffe,1020,Bankguthaben,47.95,,I81,,,8.10,8.09,44.36,3.59,2200,Umsatzsteuer (UST),,,3.59,,,,,,,,,,,,,,,
,142,0,0,0,,,2024-03-13T00:00:00.000,,,142,,,,,,,,Jumbo,,4000,Materialaufwand Produktion,1020,Bankguthaben,24.45,,M81,,,8.10,8.09,22.62,1.83,2200,Umsatzsteuer (UST),,,1.83,,,,,,,,,,,,,,,
,143,0,0,0,,,2024-03-13T00:00:00.000,,,143,,,,,,,,"Socar, Ts",,6210,Betriebsstoffe,1020,Bankguthaben,173.27,,I81,,,8.10,8.10,160.29,12.98,2200,Umsatzsteuer (UST),,,12.98,,,,,,,,,,,,,,,
,144,0,0,0,,,2024-03-14T00:00:00.000,,,144,,,,,,,,SVA,,5700,"AHV, IV, EO Inhaber",1020,Bankguthaben,1095.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,145,0,0,0,,,2024-03-18T00:00:00.000,,,145,,,,,,,,Bauhaus,,4000,Materialaufwand Produktion,1020,Bankguthaben,46.95,,M81,,,8.10,8.10,43.43,3.52,2200,Umsatzsteuer (UST),,,3.52,,,,,,,,,,,,,,,
,146,0,0,0,,,2024-03-18T00:00:00.000,,,146,,,,,,,,Capari Garage,,6200,"Reparaturen, Service Fahrzeuge",1020,Bankguthaben,108.10,,I81,,,8.10,8.10,100.00,8.10,2200,Umsatzsteuer (UST),,,8.10,,,,,,,,,,,,,,,
,147,0,0,0,,,2024-03-18T00:00:00.000,,,147,,,,,,,,"Iso Center, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,482.45,,M81,,,8.10,8.10,446.30,36.15,2200,Umsatzsteuer (UST),,,36.15,,,,,,,,,,,,,,,
,148,0,0,0,,,2024-03-19T00:00:00.000,,,148,,,,,,,,"Agrola, TS",,6210,Betriebsstoffe,1020,Bankguthaben,60.70,,I81,,,8.10,8.10,56.15,4.55,2200,Umsatzsteuer (UST),,,4.55,,,,,,,,,,,,,,,
,149,0,0,0,,,2024-03-20T00:00:00.000,,,149,,,,,,,,Bezug,,5820,Spesen,1020,Bankguthaben,300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,150,0,0,0,,,2024-03-21T00:00:00.000,,,150,,,,,,,,Tchibo,,5820,Spesen,1020,Bankguthaben,67.00,,I26,,,2.60,2.60,65.30,1.70,2200,Umsatzsteuer (UST),,,1.70,,,,,,,,,,,,,,,
,151,0,0,0,,,2024-03-21T00:00:00.000,,,151,,,,,,,,Handelsregisteramt ZH,,6700,"Sonstiger betrieblicher Aufwand (Wirtschaftsauskünfte, Betreibungen)",1020,Bankguthaben,461.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,152,0,0,0,,,2024-03-21T00:00:00.000,,,152,,,,,,,,Im Haus,,5820,Spesen,1020,Bankguthaben,73.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,153,0,0,0,,,2024-03-21T00:00:00.000,,,153,,,,,,,,Die Post,,6513,Porti,1020,Bankguthaben,6.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,0,0,0,,,2024-03-25T00:00:00.000,,,154,,,,,,,,Parkhaus,,6006,"Mietzins, Garage, Parkplätze",1020,Bankguthaben,5.00,,I81,,,8.10,7.99,4.63,0.37,2200,Umsatzsteuer (UST),,,0.37,,,,,,,,,,,,,,,
,155,0,0,0,,,2024-03-25T00:00:00.000,,,155,,,,,,,,Afag Messe,,6700,"Sonstiger betrieblicher Aufwand (Wirtschaftsauskünfte, Betreibungen)",1020,Bankguthaben,59.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,0,0,0,,,2024-03-25T00:00:00.000,,,156,,,,,,,,Jet,,6210,Betriebsstoffe,1020,Bankguthaben,98.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,157,0,0,0,,,2024-03-25T00:00:00.000,,,157,,,,,,,,Aral,,6210,Betriebsstoffe,1020,Bankguthaben,104.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,158,0,0,0,,,2024-03-25T00:00:00.000,,,158,,,,,,,,"Migrol, TS",,6210,Betriebsstoffe,1020,Bankguthaben,172.62,,I81,,,8.10,8.10,159.69,12.93,2200,Umsatzsteuer (UST),,,12.93,,,,,,,,,,,,,,,
,159,0,0,0,,,2024-03-25T00:00:00.000,,,159,,,,,,,,Bezug,,5820,Spesen,1020,Bankguthaben,174.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,0,0,0,,,2024-03-25T00:00:00.000,,,160,,,,,,,,"Wincasa, Miete Lager",,6006,"Mietzins, Garage, Parkplätze",1020,Bankguthaben,270.30,,I81,,,8.10,8.10,250.05,20.25,2200,Umsatzsteuer (UST),,,20.25,,,,,,,,,,,,,,,
,161,0,0,0,,,2024-03-25T00:00:00.000,,,161,,,,,,,,"Sarah Mäder, Miete Lager",,6000,Raumaufwand,1020,Bankguthaben,350.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,162,0,0,0,,,2024-03-25T00:00:00.000,,,162,,,,,,,,"Ammann+Schmit Ag, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,918.85,,V81,,,-8.10,-8.10,850.00,-68.85,2200,Umsatzsteuer (UST),,,-68.85,,,,,,,,,,,,,,,
,163,0,0,0,,,2024-03-26T00:00:00.000,,,163,,,,,,,,"Iso Center, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,108.55,,M81,,,8.10,8.10,100.42,8.13,2200,Umsatzsteuer (UST),,,8.13,,,,,,,,,,,,,,,
,164,0,0,0,,,2024-03-26T00:00:00.000,,,164,,,,,,,,Swiss Life,,5720,Berufliche Vorsorge,1020,Bankguthaben,300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,165,0,0,0,,,2024-03-26T00:00:00.000,,,165,,,,,,,,"Cembra Money, Leasing",,6260,"Fahrzeugleasing, Fahrzeugmiete",1020,Bankguthaben,770.60,,I81,,,8.10,8.10,712.86,57.74,2200,Umsatzsteuer (UST),,,57.74,,,,,,,,,,,,,,,
,166,0,0,0,,,2024-03-26T00:00:00.000,,,166,,,,,,,,Isowelt Mat.,,4000,Materialaufwand Produktion,1020,Bankguthaben,3026.80,,M81,,,8.10,8.10,2800.00,226.80,2200,Umsatzsteuer (UST),,,226.80,,,,,,,,,,,,,,,
,167,0,0,0,,,2024-03-27T00:00:00.000,,,167,,,,,,,,Debitkarte Jahresgebühr,,6840,"PC-/Bankspesen, Depotgebühren",1020,Bankguthaben,50.00,,I81,,,8.10,8.11,46.25,3.75,2200,Umsatzsteuer (UST),,,3.75,,,,,,,,,,,,,,,
,168,0,0,0,,,2024-03-27T00:00:00.000,,,168,,,,,,,,Immoturicum AG,,1020,Bankguthaben,3000,Bruttoertrag Arbeit,3729.45,,V81,,,-8.10,-8.10,3450.00,-279.45,2200,Umsatzsteuer (UST),,,-279.45,,,,,,,,,,,,,,,
,169,0,0,0,,,2024-03-31T00:00:00.000,,,169,,,,,,,,Spesenanbrechnung,,6840,"PC-/Bankspesen, Depotgebühren",1020,Bankguthaben,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,0,0,0,,,2024-03-31T00:00:00.000,,,630,,,,,,,,Mietanteil (März),,6006,"Mietzins, Garage, Parkplätze",1020,Bankguthaben,665.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,171,0,0,0,,,2024-04-02T00:00:00.000,,,170,,,,,,,,"Socar, Ts",,6210,Betriebsstoffe,1020,Bankguthaben,178.31,,I81,,,8.10,8.10,164.95,13.36,2200,Umsatzsteuer (UST),,,13.36,,,,,,,,,,,,,,,
,172,0,0,0,,,2024-04-02T00:00:00.000,,,171,,,,,,,,"Agrola, TS",,6210,Betriebsstoffe,1020,Bankguthaben,50.28,,I81,,,8.10,8.11,46.51,3.77,2200,Umsatzsteuer (UST),,,3.77,,,,,,,,,,,,,,,
,173,0,0,0,,,2024-04-02T00:00:00.000,,,172,,,,,,,,Sunrise,,6510,"Telefon, Fax, Internet",1020,Bankguthaben,110.25,,I81,,,8.10,8.10,101.99,8.26,2200,Umsatzsteuer (UST),,,8.26,,,,,,,,,,,,,,,
,174,0,0,0,,,2024-04-02T00:00:00.000,,,173,,,,,,,,"Iso Trade, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,194.40,,M81,,,8.10,8.10,179.83,14.57,2200,Umsatzsteuer (UST),,,14.57,,,,,,,,,,,,,,,
,175,0,0,0,,,2024-04-02T00:00:00.000,,,174,,,,,,,,"Iso Center, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,482.45,,M81,,,8.10,8.10,446.30,36.15,2200,Umsatzsteuer (UST),,,36.15,,,,,,,,,,,,,,,
,176,0,0,0,,,2024-04-02T00:00:00.000,,,175,,,,,,,,"Iso Trade, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,570.00,,M81,,,8.10,8.10,527.29,42.71,2200,Umsatzsteuer (UST),,,42.71,,,,,,,,,,,,,,,
,177,0,0,0,,,2024-04-02T00:00:00.000,,,176,,,,,,,,Isa Aksoy April,,5000,Lohnaufwand,1020,Bankguthaben,5200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,178,0,0,0,,,2024-04-02T00:00:00.000,,,177,,,,,,,,"Gasser Haustechnik, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,1000.00,,V81,,,-8.10,-8.10,925.07,-74.93,2200,Umsatzsteuer (UST),,,-74.93,,,,,,,,,,,,,,,
,179,0,0,0,,,2024-04-02T00:00:00.000,,,178,,,,,,,,"Ammann+Schmit Ag, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,1405.30,,V81,,,-8.10,-8.10,1300.00,-105.30,2200,Umsatzsteuer (UST),,,-105.30,,,,,,,,,,,,,,,
,180,0,0,0,,,2024-04-03T00:00:00.000,,,179,,,,,,,,Obi,,4000,Materialaufwand Produktion,1020,Bankguthaben,59.95,,M81,,,8.10,8.10,55.46,4.49,2200,Umsatzsteuer (UST),,,4.49,,,,,,,,,,,,,,,
,181,0,0,0,,,2024-04-03T00:00:00.000,,,180,,,,,,,,"Agrola, TS",,6210,Betriebsstoffe,1020,Bankguthaben,47.68,,I81,,,8.10,8.09,44.11,3.57,2200,Umsatzsteuer (UST),,,3.57,,,,,,,,,,,,,,,
,182,0,0,0,,,2024-04-03T00:00:00.000,,,181,,,,,,,,Santander Consumer Finance,,6260,"Fahrzeugleasing, Fahrzeugmiete",1020,Bankguthaben,670.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,0,0,0,,,2024-04-03T00:00:00.000,,,182,,,,,,,,Itb treuhand ag,,6530,Buchführung und Beratungsaufwand,1020,Bankguthaben,770.20,,I81,,,8.10,8.10,712.49,57.71,2200,Umsatzsteuer (UST),,,57.71,,,,,,,,,,,,,,,
,184,0,0,0,,,2024-04-04T00:00:00.000,,,183,,,,,,,,"Iso Center, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,395.70,,M81,,,8.10,8.10,366.05,29.65,2200,Umsatzsteuer (UST),,,29.65,,,,,,,,,,,,,,,
,185,0,0,0,,,2024-04-08T00:00:00.000,,,184,,,,,,,,"Socar, Ts",,6210,Betriebsstoffe,1020,Bankguthaben,151.93,,I81,,,8.10,8.10,140.55,11.38,2200,Umsatzsteuer (UST),,,11.38,,,,,,,,,,,,,,,
,186,0,0,0,,,2024-04-08T00:00:00.000,,,185,,,,,,,,Apple Store,,6500,Büromaterial und Drucksachen,1020,Bankguthaben,1494.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,187,0,0,0,,,2024-04-04T00:00:00.000,,,186,,,,,,,,"Ammann+Schmit Ag, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,3243.00,,V81,,,-8.10,-8.10,3000.00,-243.00,2200,Umsatzsteuer (UST),,,-243.00,,,,,,,,,,,,,,,
,188,0,0,0,,,2024-04-04T00:00:00.000,,,187,,,,,,,,"Ammann+Schmit Ag, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,4864.50,,V81,,,-8.10,-8.10,4500.00,-364.50,2200,Umsatzsteuer (UST),,,-364.50,,,,,,,,,,,,,,,
,189,0,0,0,,,2024-04-09T00:00:00.000,,,188,,,,,,,,Restaurant Leutsche,,5820,Spesen,1020,Bankguthaben,225.20,,I81,,,8.10,8.10,208.33,16.87,2200,Umsatzsteuer (UST),,,16.87,,,,,,,,,,,,,,,
,190,0,0,0,,,2024-04-09T00:00:00.000,,,189,,,,,,,,"Gasser Haustechnik, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,1081.00,,V81,,,-8.10,-8.10,1000.00,-81.00,2200,Umsatzsteuer (UST),,,-81.00,,,,,,,,,,,,,,,
,191,0,0,0,,,2024-04-09T00:00:00.000,,,190,,,,,,,,"Gasser Haustechnik, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,1420.75,,V81,,,-8.10,-8.10,1314.29,-106.46,2200,Umsatzsteuer (UST),,,-106.46,,,,,,,,,,,,,,,
,192,0,0,0,,,2024-04-09T00:00:00.000,,,191,,,,,,,,"Agrola, TS",,6210,Betriebsstoffe,1020,Bankguthaben,51.74,,I81,,,8.10,8.11,47.86,3.88,2200,Umsatzsteuer (UST),,,3.88,,,,,,,,,,,,,,,
,193,0,0,0,,,2024-04-09T00:00:00.000,,,192,,,,,,,,Denner,,5820,Spesen,1020,Bankguthaben,96.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,194,0,0,0,,,2024-04-11T00:00:00.000,,,193,,,,,,,,Obi,,4000,Materialaufwand Produktion,1020,Bankguthaben,21.65,,M81,,,8.10,8.09,20.03,1.62,2200,Umsatzsteuer (UST),,,1.62,,,,,,,,,,,,,,,
,195,0,0,0,,,2024-04-11T00:00:00.000,,,194,,,,,,,,Coconut Bar,,5820,Spesen,1020,Bankguthaben,73.00,,I81,,,8.10,8.10,67.53,5.47,2200,Umsatzsteuer (UST),,,5.47,,,,,,,,,,,,,,,
,196,0,0,0,,,2024-04-12T00:00:00.000,,,195,,,,,,,,"Iso Center, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,205.20,,M81,,,8.10,8.10,189.82,15.38,2200,Umsatzsteuer (UST),,,15.38,,,,,,,,,,,,,,,
,197,0,0,0,,,2024-04-12T00:00:00.000,,,196,,,,,,,,Bezug,,5820,Spesen,1020,Bankguthaben,300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,0,0,0,,,2024-04-12T00:00:00.000,,,197,,,,,,,,"Iso Trade, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,565.90,,M81,,,8.10,8.10,523.50,42.40,2200,Umsatzsteuer (UST),,,42.40,,,,,,,,,,,,,,,
,199,0,0,0,,,2024-04-12T00:00:00.000,,,198,,,,,,,,SVA,,5700,"AHV, IV, EO Inhaber",1020,Bankguthaben,16097.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,200,0,0,0,,,2024-04-15T00:00:00.000,,,199,,,,,,,,"Agrola, TS",,6210,Betriebsstoffe,1020,Bankguthaben,28.00,,I81,,,8.10,8.11,25.90,2.10,2200,Umsatzsteuer (UST),,,2.10,,,,,,,,,,,,,,,
,201,0,0,0,,,2024-04-15T00:00:00.000,,,200,,,,,,,,Pizzeria La S,,5820,Spesen,1020,Bankguthaben,39.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202,0,0,0,,,2024-04-15T00:00:00.000,,,201,,,,,,,,Obi,,4000,Materialaufwand Produktion,1020,Bankguthaben,82.30,,M81,,,8.10,8.10,76.13,6.17,2200,Umsatzsteuer (UST),,,6.17,,,,,,,,,,,,,,,
,203,0,0,0,,,2024-04-15T00:00:00.000,,,202,,,,,,,,"Iso Center, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,488.55,,M81,,,8.10,8.10,451.94,36.61,2200,Umsatzsteuer (UST),,,36.61,,,,,,,,,,,,,,,
,204,0,0,0,,,2024-04-15T00:00:00.000,,,203,,,,,,,,Isowelt Mat.,,4000,Materialaufwand Produktion,1020,Bankguthaben,847.50,,M81,,,8.10,8.10,784.00,63.50,2200,Umsatzsteuer (UST),,,63.50,,,,,,,,,,,,,,,
,205,0,0,0,,,2024-04-17T00:00:00.000,,,204,,,,,,,,SGV Gastro,,5820,Spesen,1020,Bankguthaben,35.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,206,0,0,0,,,2024-04-17T00:00:00.000,,,205,,,,,,,,"Socar, Ts",,6210,Betriebsstoffe,1020,Bankguthaben,170.28,,I81,,,8.10,8.10,157.52,12.76,2200,Umsatzsteuer (UST),,,12.76,,,,,,,,,,,,,,,
,207,0,0,0,,,2024-04-17T00:00:00.000,,,206,,,,,,,,"Mobiliar, Schadenersatz Reparaturen",,8100,Ausserordentlicher Ertrag ,6220,Fahrzeugversicherung,400.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,208,0,0,0,,,2024-04-17T00:00:00.000,,,207,,,,,,,,Landi Zola,,6500,Büromaterial und Drucksachen,1020,Bankguthaben,16.45,,I81,,,8.10,8.08,15.22,1.23,2200,Umsatzsteuer (UST),,,1.23,,,,,,,,,,,,,,,
,209,0,0,0,,,2024-04-18T00:00:00.000,,,208,,,,,,,,"Iso Trade, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,87.15,,M81,,,8.10,8.10,80.62,6.53,2200,Umsatzsteuer (UST),,,6.53,,,,,,,,,,,,,,,
,210,0,0,0,,,2024-04-19T00:00:00.000,,,209,,,,,,,,"Protekta, Rechtsschut",,6300,"Sachversicherungen, Abgaben, Gebühren, Bewilligungen",1020,Bankguthaben,236.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,211,0,0,0,,,2024-04-19T00:00:00.000,,,210,,,,,,,,"ChaDev, Chad Saglam",,6570,"EDV Updates, Lizenzen, Wartung",1020,Bankguthaben,750.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,0,0,0,,,2024-04-22T00:00:00.000,,,211,,,,,,,,Tchibo,,5820,Spesen,1020,Bankguthaben,67.00,,I26,,,2.60,2.60,65.30,1.70,2200,Umsatzsteuer (UST),,,1.70,,,,,,,,,,,,,,,
,213,0,0,0,,,2024-04-22T00:00:00.000,,,212,,,,,,,,Kurt Yffenegger,,1120,KK Selda Aksoy,1020,Bankguthaben,46.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
